# target_mode=low_rank
# benchmark=ackley
target_mode,lora_rank,search_dim,method,seed,is_best,relative_mse,benchmark_value
low_rank,1,40,LoRA_SVD,,1,2.1106771576598779e-01,3.2423512598113935e+00
low_rank,1,40,LoRA_LBFGS,4,1,2.1106771576598776e-01,3.2423512599384954e+00
low_rank,1,40,Random_projection,11000,0,9.1070131160783463e-01,5.2055101535374178e+00
low_rank,1,40,Random_projection,11001,1,8.5212544906997767e-01,5.0924470712304526e+00
low_rank,1,40,Random_projection,11002,0,9.1268207518458011e-01,5.2222864137854614e+00
low_rank,1,40,Random_projection,11003,0,8.8788005558035610e-01,5.2021898260694570e+00
low_rank,1,40,Random_projection,11004,0,9.0860863786186818e-01,5.1721510766561209e+00
low_rank,1,40,Random_projection,11005,0,9.2504642828804062e-01,5.1601101378643754e+00
low_rank,1,40,Random_projection,11006,0,8.9960799448120610e-01,5.1682781382037781e+00
low_rank,1,40,Random_projection,11007,0,9.2654697866532254e-01,5.1547836442741435e+00
low_rank,1,40,Random_projection,11008,0,9.0785826733394626e-01,5.1753138129646210e+00
low_rank,1,40,Random_projection,11009,0,9.0270050672352531e-01,5.1924376743707583e+00
low_rank,1,40,Random_projection,11010,0,8.8670589498839658e-01,5.1571858384402987e+00
low_rank,1,40,Random_projection,11011,0,9.1682117983124289e-01,5.2415197245597973e+00
low_rank,1,40,Random_projection,11012,0,9.1084462012118139e-01,5.2809854813648087e+00
low_rank,1,40,Random_projection,11013,0,9.0260867011277168e-01,5.1440389015131629e+00
low_rank,1,40,Random_projection,11014,0,8.8551755502013274e-01,5.1116080282330074e+00
low_rank,1,40,Random_projection,11015,0,8.8437753874931413e-01,5.1979809325538788e+00
low_rank,1,40,Random_projection,11016,0,9.0848341323970827e-01,5.1885913692385017e+00
low_rank,1,40,Random_projection,11017,0,8.9186738744103566e-01,5.1147726852708644e+00
low_rank,1,40,Random_projection,11018,0,9.1766161216739506e-01,5.1721750631980186e+00
low_rank,1,40,Random_projection,11019,0,8.9139161784467558e-01,5.1553020545750350e+00
low_rank,1,40,Random_projection,11020,0,9.1497293299699234e-01,5.1693155530669053e+00
low_rank,1,40,Random_projection,11021,0,8.9065811449618526e-01,5.1462574176728424e+00
low_rank,1,40,Random_projection,11022,0,8.8968378261365888e-01,5.1127925537001317e+00
low_rank,1,40,Random_projection,11023,0,9.2690094530615197e-01,5.2345900114954880e+00
low_rank,1,40,Random_projection,11024,0,8.9142371517848007e-01,5.1769732262210510e+00
low_rank,1,40,Random_projection,11025,0,8.5371298807653928e-01,5.1192224453128077e+00
low_rank,1,40,Random_projection,11026,0,8.8444174359637240e-01,5.1637568997273604e+00
low_rank,1,40,Random_projection,11027,0,9.2295402950028937e-01,5.1854315802361057e+00
low_rank,1,40,Random_projection,11028,0,9.0844118787146766e-01,5.2229142469769769e+00
low_rank,1,40,Random_projection,11029,0,8.7184161447574859e-01,5.0982831888647233e+00
low_rank,1,40,Random_blocking,11000,0,9.0731708794034882e-01,5.1274110842690988e+00
low_rank,1,40,Random_blocking,11001,0,9.0773291465723638e-01,5.1345569498608299e+00
low_rank,1,40,Random_blocking,11002,0,9.1256005204086466e-01,5.1606462321367772e+00
low_rank,1,40,Random_blocking,11003,1,8.4827598123479542e-01,5.1146117004508689e+00
low_rank,1,40,Random_blocking,11004,0,8.8431172440054462e-01,5.1546508241898366e+00
low_rank,1,40,Random_blocking,11005,0,8.8423322512679992e-01,5.0859408241509456e+00
low_rank,1,40,Random_blocking,11006,0,8.8537593881765064e-01,5.1461934122820630e+00
low_rank,1,40,Random_blocking,11007,0,9.0954345546844506e-01,5.1968846222976808e+00
low_rank,1,40,Random_blocking,11008,0,9.1078000549234972e-01,5.1668885138394742e+00
low_rank,1,40,Random_blocking,11009,0,9.2195970313331721e-01,5.2395632778901806e+00
low_rank,1,40,Random_blocking,11010,0,8.7574572380296056e-01,5.1816506338743160e+00
low_rank,1,40,Random_blocking,11011,0,9.2700973714170731e-01,5.2347296336105096e+00
low_rank,1,40,Random_blocking,11012,0,8.9604459531808089e-01,5.1839689742704103e+00
low_rank,1,40,Random_blocking,11013,0,8.6877384292767024e-01,5.1277299642103351e+00
low_rank,1,40,Random_blocking,11014,0,9.2003874461245261e-01,5.2101810884718631e+00
low_rank,1,40,Random_blocking,11015,0,8.9033582478626616e-01,5.1101352593215061e+00
low_rank,1,40,Random_blocking,11016,0,8.5488038586876414e-01,5.1002251267376231e+00
low_rank,1,40,Random_blocking,11017,0,9.4533980169331366e-01,5.2064802711009186e+00
low_rank,1,40,Random_blocking,11018,0,8.8018952297419339e-01,5.1338192518580108e+00
low_rank,1,40,Random_blocking,11019,0,9.2889976020690801e-01,5.2947397617756877e+00
low_rank,1,40,Random_blocking,11020,0,8.8553504758554613e-01,5.1323343649856525e+00
low_rank,1,40,Random_blocking,11021,0,8.9327693916544804e-01,5.1785516709699877e+00
low_rank,1,40,Random_blocking,11022,0,9.0269068387345708e-01,5.1819967643223741e+00
low_rank,1,40,Random_blocking,11023,0,8.8095443280495744e-01,5.1166563278953952e+00
low_rank,1,40,Random_blocking,11024,0,8.9262316818731258e-01,5.1572932484154634e+00
low_rank,1,40,Random_blocking,11025,0,9.0417714794591841e-01,5.1596636935341884e+00
low_rank,1,40,Random_blocking,11026,0,8.7642594331294144e-01,5.1721548025227619e+00
low_rank,1,40,Random_blocking,11027,0,9.1307789293553987e-01,5.2175578684399646e+00
low_rank,1,40,Random_blocking,11028,0,9.0361054783906680e-01,5.1776998123158968e+00
low_rank,1,40,Random_blocking,11029,0,8.8619566661927951e-01,5.1832754034168005e+00
low_rank,2,80,LoRA_SVD,,1,2.2121600502269953e-31,3.9968028886505635e-15
low_rank,2,80,LoRA_LBFGS,3,1,5.3815686887513946e-17,2.9405367474311106e-08
low_rank,2,80,Random_projection,21000,0,7.8289237591866279e-01,4.9900121731735396e+00
low_rank,2,80,Random_projection,21001,0,8.0309371761953285e-01,5.0193317060348441e+00
low_rank,2,80,Random_projection,21002,0,7.7830542062569741e-01,4.9335061570297789e+00
low_rank,2,80,Random_projection,21003,0,8.1822557141252084e-01,5.0719941546352132e+00
low_rank,2,80,Random_projection,21004,0,8.1268163757042766e-01,5.0190693233067556e+00
low_rank,2,80,Random_projection,21005,0,8.2409131313871720e-01,5.0206772224700060e+00
low_rank,2,80,Random_projection,21006,0,7.7204760629886671e-01,4.9506580515922955e+00
low_rank,2,80,Random_projection,21007,0,7.9168120168107481e-01,4.9951778571779535e+00
low_rank,2,80,Random_projection,21008,0,8.3174160089273019e-01,5.0542501830595370e+00
low_rank,2,80,Random_projection,21009,0,7.8317982913188189e-01,4.9671757848970692e+00
low_rank,2,80,Random_projection,21010,0,7.7600630696667017e-01,4.9146029956517232e+00
low_rank,2,80,Random_projection,21011,1,7.5936367627208134e-01,4.9296694964169596e+00
low_rank,2,80,Random_projection,21012,0,7.9360617645130582e-01,4.9795049066799635e+00
low_rank,2,80,Random_projection,21013,0,7.9022736792877035e-01,5.0046990324147025e+00
low_rank,2,80,Random_projection,21014,0,8.0506503416020803e-01,5.0627942031022286e+00
low_rank,2,80,Random_projection,21015,0,8.5912421304746633e-01,5.0833506023862363e+00
low_rank,2,80,Random_projection,21016,0,7.9912736602473833e-01,4.9888433698682171e+00
low_rank,2,80,Random_projection,21017,0,8.4444474159517846e-01,5.0738856061285986e+00
low_rank,2,80,Random_projection,21018,0,8.2358032080575672e-01,5.0405944959511721e+00
low_rank,2,80,Random_projection,21019,0,7.8380440754768821e-01,4.9234348564582504e+00
low_rank,2,80,Random_projection,21020,0,7.6431434092931549e-01,4.9528173172739436e+00
low_rank,2,80,Random_projection,21021,0,7.7082408948049919e-01,4.9081669154546859e+00
low_rank,2,80,Random_projection,21022,0,8.0218885752660152e-01,4.9608711931649161e+00
low_rank,2,80,Random_projection,21023,0,8.1448703574326065e-01,5.0102817214403892e+00
low_rank,2,80,Random_projection,21024,0,8.1839950431484687e-01,5.0054066978789855e+00
low_rank,2,80,Random_projection,21025,0,7.8070442165771992e-01,4.9463945944339152e+00
low_rank,2,80,Random_projection,21026,0,7.9154370898140847e-01,5.0013661929355244e+00
low_rank,2,80,Random_projection,21027,0,7.8030585402733788e-01,4.9575720054576742e+00
low_rank,2,80,Random_projection,21028,0,8.0859441785650810e-01,5.0510752533079248e+00
low_rank,2,80,Random_projection,21029,0,8.3023579651900148e-01,5.0529859138936288e+00
low_rank,2,80,Random_blocking,21000,0,7.7801958106219526e-01,4.9461549609635256e+00
low_rank,2,80,Random_blocking,21001,0,8.0993992525210956e-01,4.9933409449628279e+00
low_rank,2,80,Random_blocking,21002,0,8.2148048739629465e-01,5.0234862499657567e+00
low_rank,2,80,Random_blocking,21003,0,7.7169787885239083e-01,4.8942329003825265e+00
low_rank,2,80,Random_blocking,21004,0,7.9810721355154335e-01,4.9487777738823908e+00
low_rank,2,80,Random_blocking,21005,0,8.0219887867864170e-01,5.0223010439798443e+00
low_rank,2,80,Random_blocking,21006,0,8.0245052550485707e-01,5.0333264836260945e+00
low_rank,2,80,Random_blocking,21007,0,7.8904992662433249e-01,4.9519580693980068e+00
low_rank,2,80,Random_blocking,21008,0,7.5312119522677556e-01,4.8702926683664707e+00
low_rank,2,80,Random_blocking,21009,0,8.4844046736375434e-01,5.0455720962965493e+00
low_rank,2,80,Random_blocking,21010,0,7.8793483401633346e-01,4.9385606823243045e+00
low_rank,2,80,Random_blocking,21011,0,8.1734753009641181e-01,5.0404048317422294e+00
low_rank,2,80,Random_blocking,21012,0,8.2314823340031107e-01,5.0005643340499972e+00
low_rank,2,80,Random_blocking,21013,0,7.6780051180084308e-01,4.8637440977986230e+00
low_rank,2,80,Random_blocking,21014,0,7.5687093824975471e-01,4.8509905576804861e+00
low_rank,2,80,Random_blocking,21015,0,7.8413814954345695e-01,4.9631007937114617e+00
low_rank,2,80,Random_blocking,21016,0,7.9311122679967450e-01,4.9135145419643571e+00
low_rank,2,80,Random_blocking,21017,0,8.0052820827961890e-01,5.0153758172280121e+00
low_rank,2,80,Random_blocking,21018,0,8.4677534072496308e-01,5.1008953899574081e+00
low_rank,2,80,Random_blocking,21019,0,8.2589539785896104e-01,5.0273639484615629e+00
low_rank,2,80,Random_blocking,21020,0,8.4321489260810178e-01,5.0415771550907778e+00
low_rank,2,80,Random_blocking,21021,0,7.9174780144042667e-01,4.9437051984611493e+00
low_rank,2,80,Random_blocking,21022,0,8.0462530324137294e-01,5.0023857798234204e+00
low_rank,2,80,Random_blocking,21023,0,8.0000941533041126e-01,4.9639821639346486e+00
low_rank,2,80,Random_blocking,21024,0,7.9391810494232351e-01,4.9929666381544031e+00
low_rank,2,80,Random_blocking,21025,0,7.6756289961703883e-01,4.9375288948930702e+00
low_rank,2,80,Random_blocking,21026,0,7.9673886259083826e-01,4.9990127220828420e+00
low_rank,2,80,Random_blocking,21027,0,8.3854360311411691e-01,5.0412075130504626e+00
low_rank,2,80,Random_blocking,21028,1,7.5046098373913395e-01,4.9023224437189121e+00
low_rank,2,80,Random_blocking,21029,0,8.4115752605987315e-01,5.0964228609731137e+00
